entry_date,exit_date,entry_price,exit_price,shares,regime,exit_type,pnl,pnl_pct,duration
2018-02-26,2018-03-02,141.27969763456912,132.54499505146404,141.56315687857395,0,stop_loss,-1236.512072059789,-0.06182560360298944,4
2018-02-27,2018-03-02,142.30731416906187,132.54499505146404,140.5409139845046,1,stop_loss,-1372.0052513956011,-0.06860026256978007,3
2018-05-17,2018-06-21,121.9371666224083,115.04975361753966,164.01890050416029,0,stop_loss,-1129.665908376608,-0.056483295418830404,35
2018-05-18,2018-06-21,122.00398103951137,115.04975361753966,163.92907698252023,0,stop_loss,-1140.0000824103533,-0.05700000412051767,34
2020-12-22,2021-02-03,201.81829095882048,210.3865745714871,99.0990455076287,1,regime_change,849.1087276539185,0.04245543638269592,43
2023-10-11,2023-10-13,221.20298946007918,219.5429071874535,90.41469126984573,1,regime_change,-150.09582616199532,-0.007504791308099766,2
