,pnl,pnl,pnl,pnl_pct,pnl_pct,duration
,count,mean,sum,mean,std,mean
regime,,,,,,
0,3,-1168.7260209489168,-3506.1780628467504,-0.05843630104744584,0.0029465701807967577,24.333333333333332
1,3,-224.33078330122598,-672.9923499036779,-0.011216539165061302,0.05562081329476393,16.0
