total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,profit_factor,total_trades,avg_win,avg_loss
-0.010209342900416085,-0.034741849372590505,0.018590508323606193,-1.8687950199013854,-0.010209342900416087,-3.4029466647823714,0.0,0.0,1,0,-0.051046714502080204
