,pnl,pnl,pnl,pnl_pct,pnl_pct,duration
,count,mean,sum,mean,std,mean
exit_type,,,,,,
regime_change,2,349.5064507459616,699.0129014919232,0.01747532253729808,0.03532721578978556,22.5
stop_loss,4,-1219.5458285605878,-4878.183314242351,-0.06097729142802939,0.0056226961809953575,19.0
