Date,Close
2021-01-04,26.969999313354492
2021-01-05,25.34000015258789
2021-01-06,25.06999969482422
2021-01-07,22.3700008392334
2021-01-08,21.559999465942383
2021-01-11,24.079999923706055
2021-01-12,23.329999923706055
2021-01-13,22.209999084472656
2021-01-14,23.25
2021-01-15,24.34000015258789
2021-01-19,23.239999771118164
2021-01-20,21.579999923706055
2021-01-21,21.31999969482422
2021-01-22,21.90999984741211
2021-01-25,23.190000534057617
2021-01-26,23.020000457763672
2021-01-27,37.209999084472656
2021-01-28,30.209999084472656
2021-01-29,33.09000015258789
2021-02-01,30.239999771118164
2021-02-02,25.559999465942383
2021-02-03,22.90999984741211
2021-02-04,21.770000457763672
2021-02-05,20.8700008392334
2021-02-08,21.239999771118164
2021-02-09,21.6299991607666
2021-02-10,21.989999771118164
2021-02-11,21.25
2021-02-12,19.969999313354492
2021-02-16,21.459999084472656
2021-02-17,21.5
2021-02-18,22.489999771118164
2021-02-19,22.049999237060547
2021-02-22,23.450000762939453
2021-02-23,23.110000610351562
2021-02-24,21.34000015258789
2021-02-25,28.889999389648438
2021-02-26,27.950000762939453
2021-03-01,23.350000381469727
2021-03-02,24.100000381469727
2021-03-03,26.670000076293945
2021-03-04,28.56999969482422
2021-03-05,24.65999984741211
2021-03-08,25.469999313354492
2021-03-09,24.030000686645508
2021-03-10,22.559999465942383
2021-03-11,21.90999984741211
2021-03-12,20.690000534057617
2021-03-15,20.030000686645508
2021-03-16,19.790000915527344
2021-03-17,19.229999542236328
2021-03-18,21.579999923706055
2021-03-19,20.950000762939453
2021-03-22,18.8799991607666
2021-03-23,20.299999237060547
2021-03-24,21.200000762939453
2021-03-25,19.809999465942383
2021-03-26,18.860000610351562
2021-03-29,20.739999771118164
2021-03-30,19.610000610351562
2021-03-31,19.399999618530273
2021-04-01,17.329999923706055
2021-04-05,17.90999984741211
2021-04-06,18.1200008392334
2021-04-07,17.15999984741211
2021-04-08,16.950000762939453
2021-04-09,16.690000534057617
2021-04-12,16.90999984741211
2021-04-13,16.649999618530273
2021-04-14,16.989999771118164
2021-04-15,16.56999969482422
2021-04-16,16.25
2021-04-19,17.290000915527344
2021-04-20,18.68000030517578
2021-04-21,17.5
2021-04-22,18.709999084472656
2021-04-23,17.329999923706055
2021-04-26,17.639999389648438
2021-04-27,17.559999465942383
2021-04-28,17.280000686645508
2021-04-29,17.610000610351562
2021-04-30,18.610000610351562
2021-05-03,18.309999465942383
2021-05-04,19.479999542236328
2021-05-05,19.149999618530273
2021-05-06,18.389999389648438
2021-05-07,16.690000534057617
2021-05-10,19.65999984741211
2021-05-11,21.84000015258789
2021-05-12,27.59000015258789
2021-05-13,23.1299991607666
2021-05-14,18.809999465942383
2021-05-17,19.719999313354492
2021-05-18,21.34000015258789
2021-05-19,22.18000030517578
2021-05-20,20.670000076293945
2021-05-21,20.149999618530273
2021-05-24,18.399999618530273
2021-05-25,18.84000015258789
2021-05-26,17.360000610351562
2021-05-27,16.739999771118164
2021-05-28,16.760000228881836
2021-06-01,17.899999618530273
2021-06-02,17.479999542236328
2021-06-03,18.040000915527344
2021-06-04,16.420000076293945
2021-06-07,16.420000076293945
2021-06-08,17.06999969482422
2021-06-09,17.889999389648438
2021-06-10,16.100000381469727
2021-06-11,15.649999618530273
2021-06-14,16.389999389648438
2021-06-15,17.020000457763672
2021-06-16,18.149999618530273
2021-06-17,17.75
2021-06-18,20.700000762939453
2021-06-21,17.889999389648438
2021-06-22,16.65999984741211
2021-06-23,16.31999969482422
2021-06-24,15.970000267028809
2021-06-25,15.619999885559082
2021-06-28,15.760000228881836
2021-06-29,16.020000457763672
2021-06-30,15.829999923706055
2021-07-01,15.479999542236328
2021-07-02,15.069999694824219
2021-07-06,16.440000534057617
2021-07-07,16.200000762939453
2021-07-08,19.0
2021-07-09,16.18000030517578
2021-07-12,16.170000076293945
2021-07-13,17.1200008392334
2021-07-14,16.329999923706055
2021-07-15,17.010000228881836
2021-07-16,18.450000762939453
2021-07-19,22.5
2021-07-20,19.729999542236328
2021-07-21,17.90999984741211
2021-07-22,17.690000534057617
2021-07-23,17.200000762939453
2021-07-26,17.579999923706055
2021-07-27,19.360000610351562
2021-07-28,18.309999465942383
2021-07-29,17.700000762939453
2021-07-30,18.239999771118164
2021-08-02,19.459999084472656
2021-08-03,18.040000915527344
2021-08-04,17.969999313354492
2021-08-05,17.280000686645508
2021-08-06,16.149999618530273
2021-08-09,16.719999313354492
2021-08-10,16.790000915527344
2021-08-11,16.170000076293945
2021-08-12,15.59000015258789
2021-08-13,15.449999809265137
2021-08-16,16.1200008392334
2021-08-17,17.90999984741211
2021-08-18,21.56999969482422
2021-08-19,21.670000076293945
2021-08-20,18.559999465942383
2021-08-23,17.149999618530273
2021-08-24,17.219999313354492
2021-08-25,16.790000915527344
2021-08-26,18.84000015258789
2021-08-27,16.389999389648438
2021-08-30,16.190000534057617
2021-08-31,16.479999542236328
2021-09-01,16.110000610351562
2021-09-02,16.40999984741211
2021-09-03,16.40999984741211
2021-09-07,18.139999389648438
2021-09-08,17.959999084472656
2021-09-09,18.799999237060547
2021-09-10,20.950000762939453
2021-09-13,19.3700008392334
2021-09-14,19.459999084472656
2021-09-15,18.18000030517578
2021-09-16,18.690000534057617
2021-09-17,20.809999465942383
2021-09-20,25.709999084472656
2021-09-21,24.360000610351562
2021-09-22,20.8700008392334
2021-09-23,18.6299991607666
2021-09-24,17.75
2021-09-27,18.760000228881836
2021-09-28,23.25
2021-09-29,22.559999465942383
2021-09-30,23.139999389648438
2021-10-01,21.100000381469727
2021-10-04,22.959999084472656
2021-10-05,21.299999237060547
2021-10-06,21.0
2021-10-07,19.540000915527344
2021-10-08,18.770000457763672
2021-10-11,20.0
2021-10-12,19.850000381469727
2021-10-13,18.639999389648438
2021-10-14,16.860000610351562
2021-10-15,16.299999237060547
2021-10-18,16.309999465942383
2021-10-19,15.699999809265137
2021-10-20,15.489999771118164
2021-10-21,15.010000228881836
2021-10-22,15.430000305175781
2021-10-25,15.239999771118164
2021-10-26,15.979999542236328
2021-10-27,16.979999542236328
2021-10-28,16.530000686645508
2021-10-29,16.260000228881836
2021-11-01,16.40999984741211
2021-11-02,16.030000686645508
2021-11-03,15.100000381469727
2021-11-04,15.4399995803833
2021-11-05,16.479999542236328
2021-11-08,17.219999313354492
2021-11-09,17.780000686645508
2021-11-10,18.729999542236328
2021-11-11,17.65999984741211
2021-11-12,16.290000915527344
2021-11-15,16.489999771118164
2021-11-16,16.3700008392334
2021-11-17,17.110000610351562
2021-11-18,17.59000015258789
2021-11-19,17.90999984741211
2021-11-22,19.170000076293945
2021-11-23,19.3799991607666
2021-11-24,18.579999923706055
2021-11-26,28.6200008392334
2021-11-29,22.959999084472656
2021-11-30,27.190000534057617
2021-12-01,31.1200008392334
2021-12-02,27.950000762939453
2021-12-03,30.670000076293945
2021-12-06,27.18000030517578
2021-12-07,21.889999389648438
2021-12-08,19.899999618530273
2021-12-09,21.579999923706055
2021-12-10,18.690000534057617
2021-12-13,20.309999465942383
2021-12-14,21.889999389648438
2021-12-15,19.290000915527344
2021-12-16,20.56999969482422
2021-12-17,21.56999969482422
2021-12-20,22.8700008392334
2021-12-21,21.010000228881836
2021-12-22,18.6299991607666
2021-12-23,17.959999084472656
2021-12-27,17.68000030517578
2021-12-28,17.540000915527344
2021-12-29,16.950000762939453
2021-12-30,17.329999923706055
2021-12-31,17.219999313354492
2022-01-03,16.600000381469727
2022-01-04,16.90999984741211
2022-01-05,19.729999542236328
2022-01-06,19.610000610351562
2022-01-07,18.760000228881836
2022-01-10,19.399999618530273
2022-01-11,18.40999984741211
2022-01-12,17.6200008392334
2022-01-13,20.309999465942383
2022-01-14,19.190000534057617
2022-01-18,22.790000915527344
2022-01-19,23.850000381469727
2022-01-20,25.59000015258789
2022-01-21,28.850000381469727
2022-01-24,29.899999618530273
2022-01-25,31.15999984741211
2022-01-26,31.959999084472656
2022-01-27,30.489999771118164
2022-01-28,27.65999984741211
2022-01-31,24.829999923706055
2022-02-01,21.959999084472656
2022-02-02,22.09000015258789
2022-02-03,24.350000381469727
2022-02-04,23.219999313354492
2022-02-07,22.860000610351562
2022-02-08,21.440000534057617
2022-02-09,19.959999084472656
2022-02-10,23.90999984741211
2022-02-11,27.360000610351562
2022-02-14,28.329999923706055
2022-02-15,25.700000762939453
2022-02-16,24.290000915527344
2022-02-17,28.110000610351562
2022-02-18,27.75
2022-02-22,28.809999465942383
2022-02-23,31.020000457763672
2022-02-24,30.31999969482422
2022-02-25,27.59000015258789
2022-02-28,30.149999618530273
2022-03-01,33.31999969482422
2022-03-02,30.739999771118164
2022-03-03,30.479999542236328
2022-03-04,31.979999542236328
2022-03-07,36.45000076293945
2022-03-08,35.130001068115234
2022-03-09,32.45000076293945
2022-03-10,30.229999542236328
2022-03-11,30.75
2022-03-14,31.770000457763672
2022-03-15,29.829999923706055
2022-03-16,26.670000076293945
2022-03-17,25.670000076293945
2022-03-18,23.8700008392334
2022-03-21,23.530000686645508
2022-03-22,22.940000534057617
2022-03-23,23.56999969482422
2022-03-24,21.670000076293945
2022-03-25,20.809999465942383
2022-03-28,19.6299991607666
2022-03-29,18.899999618530273
2022-03-30,19.329999923706055
2022-03-31,20.559999465942383
2022-04-01,19.6299991607666
2022-04-04,18.56999969482422
2022-04-05,21.030000686645508
2022-04-06,22.100000381469727
2022-04-07,21.549999237060547
2022-04-08,21.15999984741211
2022-04-11,24.3700008392334
2022-04-12,24.260000228881836
2022-04-13,21.81999969482422
2022-04-14,22.700000762939453
2022-04-18,22.170000076293945
2022-04-19,21.3700008392334
2022-04-20,20.31999969482422
2022-04-21,22.68000030517578
2022-04-22,28.209999084472656
2022-04-25,27.020000457763672
2022-04-26,33.52000045776367
2022-04-27,31.600000381469727
2022-04-28,29.989999771118164
2022-04-29,33.400001525878906
2022-05-02,32.34000015258789
2022-05-03,29.25
2022-05-04,25.420000076293945
2022-05-05,31.200000762939453
2022-05-06,30.190000534057617
2022-05-09,34.75
2022-05-10,32.9900016784668
2022-05-11,32.560001373291016
2022-05-12,31.770000457763672
