Date,momentum,value,quality,low_vol,size,growth,dividend,profitability
2021-12-21,1.0,1.0738997474229017,0.9642827630419312,0.9922419956383348,0.9372791175810573,1.0,1.0,1.0464041863259688
2021-12-22,1.0,1.0734937856444464,0.9591849154842368,0.9874774173164855,0.9364221505850797,1.0,1.0,1.0508748700189654
2021-12-23,1.0,1.0750474686489364,0.9534969092677661,0.9809873366809876,0.9334205100436034,1.0,1.0,1.04263377661349
2021-12-27,1.0,1.068361227227238,0.9479183999111439,0.9763787678940891,0.938166905190023,1.0,1.0,1.060339662235154
2021-12-28,1.0,1.0663030823562125,0.9620232459375141,0.9898699632729068,0.942790144392065,1.0,1.0,1.0587942787969653
2021-12-29,1.0,1.0592375517308052,0.9697772743491994,0.997677973045532,0.9497636314370957,1.0,1.0,1.0677646923758757
2021-12-30,1.0,1.0601246719427568,0.9731564128907896,1.0015003218656806,0.9500424053095778,1.0,1.0,1.0630344154398097
2021-12-31,1.0,1.0566734305736742,0.980278814068467,1.0099932255531991,0.9542362075442943,1.0,1.0,1.0684993799366003
2022-01-03,1.0,1.1009959606123605,0.9564011274679478,0.9820228847058751,0.9200685684529573,1.0,1.0,1.0255962165156336
2022-01-04,1.0100431178351947,1.1285296537750669,0.9570946514919241,0.976940441005124,0.9120282241096412,1.0062011298272562,0.9975791505424195,1.001500176365079
2022-01-05,0.9956198807789688,1.146769368511098,0.9886736845552916,1.007237938638573,0.9029278592131672,0.9982223924879645,1.027772343275631,0.9956806299550495
2022-01-06,0.9998652187401194,1.1599862271548134,0.982083309619421,0.9981314324603782,0.8981610589980885,1.0004601227153054,1.0205673694379476,0.9939912032254974
2022-01-07,0.9741847776827722,1.1918252382340884,0.9843683583285802,0.9996987095099039,0.8818222831697632,0.982716230203546,1.0116938052556503,0.9673777923693765
2022-01-10,0.9816430528872112,1.195261796989195,0.9828493294587589,1.001090427751658,0.8785836981936889,0.9855632932311982,1.009869961193406,0.9771399700477711
2022-01-11,0.9773150056388816,1.2003020524842525,0.9570648900044157,0.9763810553798542,0.8771881738590124,0.9783788061467444,0.9844287984142359,0.96689367935034
2022-01-12,0.9917531175723263,1.204824856755007,0.9544099765974161,0.9720056966737327,0.876121352102955,0.9899490509629331,0.9847470946859054,0.9710315013272439
2022-01-13,0.9787071946891541,1.2239702448002425,0.9765740393054028,0.9901401008268991,0.8689133430708972,0.9872455338527818,1.0013332434502131,0.9551232125815883
2022-01-14,0.9658281352650415,1.24503972060476,0.9704614130232991,0.9790095986278415,0.8567453935593585,0.9886350927172469,0.9840216615314107,0.9471310906533362
2022-01-18,0.961965804233499,1.2476085948008724,0.987788822900535,0.9964746970948317,0.860311753878021,0.9931825988726009,1.00644651228837,0.950526839789307
2022-01-19,0.9503497008819961,1.2309334526960225,1.0058129755316612,1.014988095518749,0.866425106385898,0.9738354860630126,1.020024126768171,0.9509269275501666
2022-01-20,0.9438718521661968,1.2260210432291003,1.019054284507744,1.0283114994818496,0.8715300324803279,0.9661040879087718,1.0323874642112374,0.9478845329990644
2022-01-21,0.9480024448496176,1.2116167965344122,1.0507164853297397,1.063331629127649,0.8873519000206622,0.9732441481695147,1.0663153165066084,0.9639965491315607
2022-01-24,0.9526826458648888,1.2000454397419829,1.0351702965733973,1.046006589929098,0.8958123286452271,0.9647409361266407,1.0470713046819935,0.9604912271448346
2022-01-25,0.9584375524792343,1.2324669575853342,1.0442629095546123,1.0492706186000733,0.8778736076011144,0.9910286427267041,1.0533059988348383,0.9580054243867833
2022-01-26,0.96890720450944,1.2404552729955876,1.043049623860245,1.0486074482095151,0.8701401849784245,1.0059408793190534,1.050865149132441,0.9644101187029472
2022-01-27,0.9692970329880565,1.2336570408442715,1.0706142056196133,1.0705783427398148,0.8782887349103753,1.0145255565866882,1.080172954851341,0.970975209255806
2022-01-28,0.9670445404503833,1.222183706020951,1.057755019822602,1.062408399594951,0.8846207456593091,0.9964257966074389,1.0723214692378407,0.9710255266794687
2022-01-31,0.9634016105130871,1.2205605865609737,1.0153959232843979,1.0246388285910193,0.883009558125891,0.9634338263512872,1.0299335984686286,0.9608586750228286
2022-02-01,0.9701040788756059,1.2290566341256455,0.9892411698867452,0.9953542070311574,0.8754679409333384,0.971941007365887,1.004080046200532,0.9500251289488788
2022-02-02,0.9945089141936977,1.229076249100207,0.9994572188890839,1.007001789175376,0.8816733850722531,0.9947074951517283,1.026475139096933,0.9658295154982779
2022-02-03,0.9940722774342333,1.22749709267502,1.0304085081184131,1.029030881880659,0.8901668267260573,1.0077814693599425,1.057606307928293,0.9723907006655322
2022-02-04,0.9834483549680166,1.2364867862580387,1.0086909114858111,1.0061700979548747,0.8818122406992639,0.9939474023371822,1.0333960049158004,0.9622686421193197
2022-02-07,0.9813504144107029,1.2428084775240544,1.0054230596501492,1.002146630409391,0.8790137039212167,1.000205845852267,1.0252463500454798,0.9587946822019767
2022-02-08,0.9782463127620038,1.2397458603803502,0.9973489575350335,0.9966199121616754,0.8789912388789071,0.9912289361836623,1.017222091958202,0.951743742571745
2022-02-09,0.9679137866733707,1.2389527173375774,0.9603570288764732,0.9645576552413343,0.8773436778505755,0.9670482363459597,0.9823078202379212,0.9320179226239551
2022-02-10,0.9690026994675153,1.2467993545208638,0.95787640545693,0.960428288393925,0.8737830666126453,0.9741246462512089,0.9813350620737604,0.9276765745151292
2022-02-11,0.9765459248054861,1.2498932188595697,0.9858655773490738,0.9796464184195088,0.8776998515298048,0.9963340624671517,1.0002482379102795,0.936680628959074
2022-02-14,0.9677575415951752,1.2468274572723061,0.9872624900361772,0.9807082303715556,0.8784744988697957,0.9843470295446269,1.002956673789867,0.9399603931384544
2022-02-15,0.9598223565947789,1.2508013316798239,0.9450240329530011,0.9434797717438417,0.8695033811844575,0.9669427723847629,0.9634621604320944,0.9285835668232114
2022-02-16,0.9717201600107442,1.2501469694606333,0.9507140967500335,0.947020801373865,0.871686070930762,0.9803740845290645,0.967815664558574,0.9305996371484082
2022-02-17,0.9770389204435139,1.2559830810434585,0.9824884091356796,0.9737765289270789,0.8704777225469276,0.9907802347936128,0.99856111159266,0.9344979632133223
2022-02-18,0.9910732186693363,1.2510909334889042,0.9974496100143186,0.9884982066297346,0.8751953703593693,0.9984561768279935,1.015739649049732,0.93885106745486
2022-02-22,0.995428392528882,1.2533192954906809,1.018656797591472,1.0098052957410337,0.8762172809852197,0.9987675281975237,1.0362680700765112,0.9440242384397485
2022-02-23,1.007140339463029,1.2652947762973372,1.035405183586716,1.0219731322133736,0.8727564511430171,1.0162799400981903,1.0501747948727835,0.9478662922667466
2022-02-24,0.9798189161909346,1.2555360448673383,0.9796328715409692,0.9652748117081629,0.8727530837764738,0.9704357471867915,0.9935298518198152,0.9282416539669319
2022-02-25,0.9951734287022613,1.258027803953434,0.992749983566505,0.9765947955925643,0.8724314315490879,0.9852709050465918,1.0062637094506894,0.9323798253492493
2022-02-28,1.0026854197204598,1.253720884620399,0.9894840257458976,0.9676624144352044,0.8710753098553551,1.002877352795469,0.9943992251694758,0.9422925704817212
2022-03-01,1.0159992625104204,1.244560228179312,1.0023884698561107,0.9746486907335612,0.8784287165353476,1.0178677250306032,1.0021916561473458,0.9602108839644382
2022-03-02,1.0210739444464507,1.2577943270626777,0.990156500014089,0.9607400230053904,0.8756689696561234,1.0128191758099727,0.9910687671773577,0.9571529465315728
2022-03-03,1.0404472188006009,1.2563477300216892,1.0301380168716776,0.9999463623215651,0.8827846378869629,1.0383478287924166,1.028823055829788,0.9689822522254149
2022-03-04,1.0707337787320992,1.2595004879570746,1.0696495922847964,1.031942911543971,0.8843513947629208,1.0891215631466888,1.0650542634405866,0.9901620723394726
2022-03-07,1.0930057337432861,1.2592294674093505,1.1245695502841644,1.0810158964842824,0.8906348636419567,1.1452947303024585,1.1171902953798107,1.0251737305955322
2022-03-08,1.0781493071754085,1.2846235226161626,1.0852794666841115,1.0422147228612946,0.87700368085072,1.116236645910194,1.0757253093776027,1.006664988425905
2022-03-09,1.060489220011818,1.274102035478176,1.0356447009720777,0.999191194226707,0.8773921166619971,1.061970369677194,1.0353886036209206,0.9723755837063668
2022-03-10,1.07080748917769,1.2914510331010822,1.044835703393674,1.0000695246339812,0.8665739220956995,1.0899100994312936,1.039229021873257,0.985277188600102
2022-03-11,1.0827961412600622,1.297495073096439,1.0690255193691873,1.019916068146121,0.867458323280275,1.1010476100547617,1.060421958090182,0.9938619574075617
2022-03-14,1.0827311576567522,1.284505196533922,1.0967843639083614,1.0499673931191704,0.8753852622644647,1.0946518361704707,1.0898398281410029,0.9958612664466956
2022-03-15,1.068774548989948,1.2739054775402383,1.0708644630640023,1.0290944537350668,0.8735694917103627,1.0615042765024965,1.0705533561034988,0.976108326083603
2022-03-16,1.0321424739981073,1.2810877518281838,1.0032021496839165,0.9711760328725032,0.865991547824785,0.9945877769432534,1.0097676982629962,0.9347563498763543
2022-03-17,1.0379748850747268,1.2773593879872067,0.9898249585937847,0.955583046862563,0.8670477439361279,1.0068618447448003,0.994427903562024,0.9377639936774622
2022-03-18,1.0315728655763614,1.2700723475684086,0.9542312586263079,0.9251201874138205,0.867724394364175,0.9917046691536721,0.9672168361858582,0.9208168702448168
2022-03-21,1.0567823573637127,1.283271644282978,0.9721090370547778,0.9376023439092332,0.8594215345684029,1.0285444360985756,0.9777332763062985,0.9444843465590926
2022-03-22,1.042625885253488,1.2855963481475405,0.9481581813902101,0.9170091574260757,0.8525196522298553,1.0046243770737593,0.9563877640092963,0.926392607988605
2022-03-23,1.0594664128248088,1.295880981232356,0.9596099854544238,0.9274820045854237,0.8456388054280947,1.0272814054138173,0.9657431838047226,0.9412787650039626
2022-03-24,1.0588215637805192,1.3027085724046066,0.9433235378472115,0.9127174230667183,0.8396308654690668,1.0289106103055028,0.9522716513737618,0.9346738337405808
2022-03-25,1.0716978493436082,1.3164709014070948,0.9637426154778557,0.9285597290347344,0.8337494771241578,1.052111403627902,0.9671272602687261,0.9533445921681043
2022-03-28,1.0586979585884482,1.3065642380057834,0.9562502643859021,0.9221421481832041,0.8377895969952215,1.0308620731081393,0.9644382158663617,0.9366792004123767
2022-03-29,1.0328156186004689,1.299217864520193,0.9349039217052015,0.9040498361915963,0.8413806314850619,0.9925225983437073,0.9458136215915324,0.91270670180744
2022-03-30,1.0460062367898828,1.3004160990942841,0.9558612683845416,0.9224232142887901,0.8401002967463388,1.0133436430527405,0.9652608276180843,0.9254619597405952
2022-03-31,1.0507323200089036,1.300662391271454,0.9614125795347609,0.9263267890956369,0.8398950784145084,1.0241412812147086,0.970179281261551,0.9296722657371574
2022-04-01,1.0550879817206062,1.2912178639395562,0.9735747419909101,0.9350022900666587,0.8457347013658403,1.027905133283715,0.9785796115888528,0.9328130762068765
2022-04-04,1.0405174737615062,1.2918134130900283,0.9489475952809779,0.911101549951821,0.8396582961250556,1.0104609749434397,0.9546959525107405,0.9155848158412101
2022-04-05,1.0549632999659209,1.2833550530557278,0.9835329819086407,0.9429553969165808,0.8472328692386822,1.0236852046557074,0.9882282040655596,0.9341585599518876
2022-04-06,1.0889024948674395,1.2744423782679555,1.0308183152422365,0.9879987861925886,0.8573718169414122,1.0523161655478273,1.0368902280419259,0.9675935394088172
2022-04-07,1.1065907164346938,1.261908354785497,1.0339840690577689,0.9929023003529499,0.8611917919151565,1.0716785768761918,1.0405171405464355,0.9815590100951562
2022-04-08,1.1255210540275848,1.273733549434635,1.0496476761634541,1.0034883702341024,0.8585500132510538,1.0923052315919204,1.0476403292610863,0.9921623773150939
2022-04-11,1.107524025730522,1.28826013202013,1.0571980222791775,1.0121966808160932,0.8565263240423099,1.076196555454404,1.052761200186289,0.9926311128764873
2022-04-12,1.1213804541048902,1.294889656709534,1.0619513481211622,1.0135956307869536,0.8547677598119612,1.0898982851480625,1.053055920400329,1.000332496765523
2022-04-13,1.113404185263796,1.3019156543656114,1.0301134784079586,0.9788392032773704,0.8505842992690466,1.0802907863149673,1.0208535227961515,0.9879112459364873
2022-04-14,1.1252069563567155,1.306090055756455,1.0497603392787092,0.9956373675104593,0.8529203186089845,1.1011040978259201,1.0379262680349735,1.0014199656357259
2022-04-18,1.1415384169439664,1.318259782411844,1.0515738572854278,0.9971547873504369,0.846683729647615,1.1186170235219821,1.0361167856450608,1.0084229198083845
2022-04-19,1.1090984103464752,1.3196664030492096,1.028356443531735,0.9775947734178537,0.8494907528182775,1.0767422501494264,1.015078014365855,0.9786982850572148
2022-04-20,1.1310832041866241,1.3043681631627229,1.0682959696178158,1.0121551502330461,0.8704794888718141,1.1036073054076172,1.0527173452621301,1.0010445654632298
2022-04-21,1.115508363139293,1.3040566240601255,1.1042404965974582,1.0494004910472623,0.8714451221175258,1.1041234704095662,1.0875084589825574,1.0194962320490841
2022-04-22,1.1082179841686315,1.308306493127316,1.114177753700638,1.0611831683603097,0.869416903392397,1.097736801197558,1.099481205184625,1.0238386122386403
2022-04-25,1.087416404196123,1.3041673267565976,1.0925029742435959,1.0455322469298802,0.8723495737271268,1.0647681176429489,1.081338570792276,1.0089420764033934
2022-04-26,1.1156241348522824,1.304501079875002,1.1305412528956782,1.080754697675427,0.8749958620506253,1.1020050877607555,1.1186039337809364,1.0395059469362655
2022-04-27,1.1272588960471492,1.3034138521225596,1.132063884618065,1.0826380652354495,0.8775144791283139,1.115505886226999,1.1196176075446849,1.0504648556435496
2022-04-28,1.114314716535368,1.3136704390861658,1.1075522582831827,1.0588895276882717,0.8710717473800087,1.0961444177881503,1.095507643485073,1.031355993947154
2022-04-29,1.108404675376461,1.3120758424428818,1.1128648097109324,1.06551695263201,0.8725263317645927,1.0976362777506652,1.0948427159897596,1.0408006983471065
2022-05-02,1.0963504373519974,1.313562012502704,1.0707905324488656,1.0281650527504116,0.8668864518482604,1.068501546607303,1.0523496031534405,1.0154389896567209
2022-05-03,1.1081290681379574,1.3216640027041695,1.068303152140363,1.0268374205509891,0.8628986521093496,1.0870172036743384,1.0500626176176424,1.0231518571596272
2022-05-04,1.1078534430020126,1.3375065252015332,1.0503868696705965,1.0092135728991218,0.8574364408454794,1.079271847695838,1.027659765809573,1.014804651095226
2022-05-05,1.1146660928773526,1.3361260543261124,1.0893374656531674,1.0489193857971044,0.862707599479008,1.1055694347910674,1.0686168339730973,1.047565532371314
2022-05-06,1.135550136776428,1.3473367778390553,1.1265926352691689,1.0842358709379727,0.8558582865979589,1.1421426620865962,1.1065822283619773,1.0800149353280633
2022-05-09,1.1055054227537389,1.3320012048771934,1.2010307253397567,1.1651845470243838,0.8704008451387532,1.1302619659392201,1.1864527126468913,1.1076836958038454
2022-05-10,1.1253469977859683,1.3410404885656004,1.1757998499397748,1.1407508911390036,0.8614444629501302,1.1265994900028478,1.1627419212035048,1.1035794856689431
2022-05-11,1.1586075748152955,1.3432721064179922,1.2222320587367153,1.1850974218374652,0.8621547179841411,1.1736782508248924,1.2083158823127458,1.1477834419401276
2022-05-12,1.141145806352765,1.3318625414078866,1.199734477306514,1.1704554207816806,0.8718095937428991,1.1469731785563448,1.1881471171300437,1.128681925116424
2022-05-13,1.1326123892295485,1.3473702699932129,1.1284068718160147,1.0976735072824415,0.8580742361124067,1.1060932012260596,1.1194770597008554,1.0896759423007394
2022-05-16,1.1579134102729791,1.3518503727106832,1.1529434167614143,1.1218725232607247,0.8577762816990538,1.1453491949311045,1.1421992933000713,1.1236260840371868
2022-05-17,1.1398382087769612,1.3713558891414177,1.1165908314283657,1.0830613985225062,0.8488261638110827,1.1256932946767082,1.1021113732205179,1.1012969256371234
2022-05-18,1.1420447447968045,1.3633114208742452,1.1422551949074018,1.1094210715128332,0.8557253330926935,1.1422485336279473,1.124016835708437,1.1075300896534284
2022-05-19,1.1316189994086936,1.3445752504607116,1.1168530944589843,1.0880924465488147,0.8666877718999889,1.1205726767608106,1.0983824474252593,1.0838246575565966
2022-05-20,1.1320782871065163,1.3297367907703193,1.1213274043980324,1.0952624145350949,0.8728828972146825,1.1207002219371218,1.1014894762728662,1.0805727697606986
2022-05-23,1.1524785121510637,1.3414684842710713,1.1254922255603885,1.0983099304371093,0.8620019109338608,1.1406412023170225,1.1053903918257433,1.0920776689518987
2022-05-24,1.1923741069199574,1.322823674831971,1.189347851372973,1.1654343927768007,0.8745871210052272,1.1922666024312538,1.170774708533352,1.1397169814454582
2022-05-25,1.1870302471104903,1.3383107113011234,1.1440690026370481,1.1274946994428987,0.863784888859081,1.1724662891224578,1.132184817094036,1.1232818608223167
2022-05-26,1.1670650775272382,1.348403541206729,1.094166614109387,1.0801903713121956,0.8581424262780436,1.1318687321220267,1.082541320632752,1.0851581080906827
2022-05-27,1.1540639040265046,1.3448915927738796,1.066899928738306,1.0495646036376354,0.8597346472610925,1.1119209532562693,1.0512249220647385,1.061606792520471
2022-05-31,1.1495848968113025,1.3562229280940354,1.0698312471344449,1.0512041640057932,0.8546265486260121,1.1100626515538015,1.0522634809057616,1.0645648527294413
2022-06-01,1.1674901501694839,1.371800241186959,1.0829049424845225,1.0665057759745749,0.846645065244973,1.1282283681951288,1.0680360820192842,1.073221634436733
2022-06-02,1.1380634216319117,1.3571946363725296,1.039373615079255,1.0217890350912715,0.8538513045061339,1.0818783809404715,1.0238278162866543,1.0333183452644026
2022-06-03,1.159083853994836,1.3494093591739587,1.055369930146955,1.0395353098075486,0.861924713157059,1.111081580337824,1.0430824202010103,1.0515777559103825
2022-06-06,1.159444111306824,1.351765657319885,1.0481779492670384,1.0308737510965043,0.862169459268687,1.110718577513357,1.0347960575821697,1.0508057295335635
2022-06-07,1.1678093972272574,1.3463649699781812,1.0444259594255276,1.0247560786825227,0.8650429577859147,1.1188848039176744,1.0284008310002537,1.0541334983916775
2022-06-08,1.1618695104942405,1.3495934679832546,1.0326518833310274,1.0145756558051657,0.8628704201453851,1.1140575613750439,1.0214606171765372,1.050358402505361
2022-06-09,1.1811972685714918,1.3304510185227796,1.0494096076331942,1.032327912267742,0.873849088484346,1.1287040692608497,1.0407411097680945,1.0622316454204002
2022-06-10,1.2095994208512442,1.3235328980389243,1.0811743387143804,1.0682526044724567,0.8793223610126722,1.1551971652646624,1.0762542812781517,1.0917395157942644
2022-06-13,1.2337291476224415,1.3046608969757567,1.12088404117613,1.1108882087127965,0.8904361975074528,1.174397351173327,1.1221611342390236,1.1151141845923258
2022-06-14,1.2330145008456928,1.3038531500653274,1.101827331784405,1.0882726437414856,0.8860026785273468,1.1758827892478696,1.1014047267620377,1.108836502606727
2022-06-15,1.1930942646186866,1.3103565289992432,1.0715694707910655,1.0587695885419817,0.8810170907203675,1.1327786225900232,1.0708561267297605,1.0730816348499486
2022-06-16,1.2035773856308754,1.2971282420077819,1.1258241053736477,1.1167003806653106,0.8855548686611516,1.1442312129907724,1.129024307680426,1.088116700489792
2022-06-17,1.1512853532062954,1.302485058099813,1.0937835374736002,1.085228617580522,0.8850903624505317,1.0891427157846398,1.0973004670860231,1.0562185487484048
2022-06-21,1.1772199103632872,1.306990754484533,1.1025667726048052,1.0921196247882885,0.8772862606386194,1.1157615534408905,1.1054195090034942,1.0719578195850754
2022-06-22,1.1496522063050223,1.2878382749423953,1.1166778503686752,1.105222460333637,0.8878595098824741,1.0877419201807468,1.117284465793751,1.0492658202740923
2022-06-23,1.098771959571445,1.253810290310079,1.1175904562675756,1.1080391864921446,0.9049819435832012,1.040331044962472,1.1182151121954444,1.0172545585215287
2022-06-24,1.0668233134571816,1.2622703476065955,1.0839311838798602,1.0717952745777262,0.898688640915804,1.005765884808837,1.0775830580187424,0.9991307634592754
2022-06-27,1.1046004395916704,1.2665219077150829,1.0976761505212433,1.0842294365476568,0.9003725012544996,1.0352725979006434,1.0917877412618762,1.0204632865971466
2022-06-28,1.1397033624867656,1.2774852828311467,1.1193466810689956,1.1044250750022522,0.8942288522261146,1.0653322667900902,1.109738489696055,1.042924168577503
2022-06-29,1.1370823546427233,1.2558001459840835,1.1482262965594272,1.137254802533087,0.9076127562970129,1.0657298701954687,1.1446424212045863,1.0461017082634751
2022-06-30,1.149168742918112,1.2407085400387803,1.1773910475687743,1.1628612605329354,0.9188949700811709,1.0792787007315057,1.1722854247085792,1.049828067042786
2022-07-01,1.1335535895283257,1.2329143121227435,1.1826425380467793,1.1680762329795593,0.923693868653604,1.0727712573861399,1.177998274110317,1.0471001900083048
2022-07-05,1.0678946815883703,1.233643097908526,1.123491849712856,1.112779293832558,0.9207391208405018,1.009056173410204,1.1237612870670615,1.0029113916516692
2022-07-06,1.0751071383623172,1.2158358829490457,1.1492859924785976,1.136232431889137,0.9323823740513808,1.020710077057704,1.1497021712900348,1.0092313537432687
2022-07-07,1.0727117147983312,1.2365421984427245,1.0977479636975829,1.0840039779000867,0.9182378745242523,1.0041653140944362,1.0946267419108322,1.0044262014274625
2022-07-08,1.0855189250943837,1.2357520245476576,1.0999962563440204,1.0857790355036268,0.9158386576661579,1.0158768412216557,1.100129693820119,1.0133470481167062
2022-07-11,1.1109669885193318,1.216177595275906,1.1367038404674052,1.1242867190372559,0.9332638240288732,1.0416417588059192,1.140099607188098,1.0348584025942382
2022-07-12,1.096971466862513,1.2369293385062194,1.1322444442931394,1.124376073503399,0.9186337904152435,1.0227104848763031,1.1398323270449358,1.0206686810338974
2022-07-13,1.1016646753125714,1.2369177086981404,1.1243098860525373,1.1189815572155402,0.9199344464554758,1.025805776305478,1.1355911520488795,1.0278219565022495
2022-07-14,1.102986310205796,1.2295510876970042,1.1388960577321305,1.1328985708232264,0.9248765045858633,1.0304026421428365,1.1522224587989336,1.0336818842469186
2022-07-15,1.0886721894222615,1.2418577444236292,1.1145420965450588,1.1070815400967986,0.9148075291048668,1.0139210432684518,1.1256183539828237,1.0094572088988865
2022-07-18,1.0921975937049218,1.25967642526252,1.0835245473023931,1.0806527947595053,0.904906275000925,1.008706707097534,1.096933621863913,1.002532641715999
2022-07-19,1.0747846347204268,1.2608745077592654,1.0501730612254394,1.0449081045674273,0.9029534181587062,0.9881498447701806,1.059086015788454,0.9801868957679686
2022-07-20,1.047130022335106,1.2654935957712279,1.0035397136156496,0.9974597014657015,0.8993900797783086,0.956179975994601,1.0102627471249637,0.9627556376990669
2022-07-21,1.0344312343335669,1.2479606125238782,0.9948576212358385,0.9905125694760976,0.9136449639001122,0.9438927822359623,1.0015962645463659,0.9502482433132974
2022-07-22,1.0474209336602416,1.2335756312882178,1.0281228427300084,1.0227045162354662,0.9276926674728485,0.9552777383512115,1.036100359347052,0.9598045251655354
2022-07-25,1.0831386354755088,1.2419039778462033,1.034936032707157,1.0296254090173542,0.9278371795586173,0.983309832012236,1.045158834099198,0.977410918259126
2022-07-26,1.103569689968452,1.232268251181265,1.0728182316122756,1.0700692562494474,0.9394523132330524,1.0006478666604335,1.0842021310955683,0.9920884089621823
2022-07-27,1.0785811458898882,1.2455181542600888,1.0265709874938178,1.0236727693799326,0.9235976232664906,0.9796058422464065,1.0373043075616302,0.9727608166145834
2022-07-28,1.0664752930990085,1.2281030250745597,1.0233755751005889,1.0245236456091362,0.9362367902479884,0.9740551173012358,1.0402051370230196,0.9689836983819897
2022-07-29,1.0734313180722717,1.2258393725781795,1.0078812147660339,1.014822591430856,0.9367314944749249,0.9862992633423868,1.0304080575610408,0.9670639677413608
2022-08-01,1.0541580107685333,1.228122271000298,1.0054125443218158,1.0128627009984723,0.9344592856190338,0.9724306437414855,1.030842269996777,0.9655444311937849
2022-08-02,1.0464715629299406,1.23243768501005,0.9835040845938442,0.9875846085221397,0.9275899368087517,0.9630823378352342,1.0055394430068492,0.9651088861963281
2022-08-03,1.013407507268601,1.2363487009580347,0.9685986945727576,0.9714085590404165,0.9182647009294633,0.932913908488368,0.9883532261075378,0.9539710482226864
2022-08-04,0.9857484076912686,1.2261807433527734,0.9614724999732376,0.9621652995377916,0.9223625010014943,0.9165073007085685,0.9780956089135971,0.9482414921833664
2022-08-05,1.0046072816737033,1.2247547504243095,0.9597267100527211,0.962958554204522,0.9285417763194628,0.932885857534904,0.9769895473456047,0.9523844417524427
2022-08-08,1.0022439404628076,1.2206649714234794,0.9621766491371145,0.9637468449177253,0.9349715452915784,0.9294808157053663,0.9778846633987595,0.9546999049615094
2022-08-09,1.0444265516034306,1.2192475155404914,0.9899296559192338,0.9956077805484111,0.9411456170908034,0.9621077178885202,1.013283087489128,0.9682073486207651
2022-08-10,1.0061871952379213,1.2287530825651485,0.9579382381198356,0.9548432998997815,0.9346752468285631,0.9333000367394282,0.9708554384713904,0.9499619120424481
2022-08-11,1.0160784521613455,1.2424396831761246,0.9509831255190241,0.9472455930365626,0.9278356390556063,0.9361067003277533,0.9653123370983281,0.9434432851679031
2022-08-12,1.0091910381221865,1.2445367548754265,0.942507382023462,0.9376045780292191,0.9257196869163785,0.9319030199182219,0.9547460781572273,0.9371977251220142
2022-08-15,1.0023686304086583,1.2384185010919544,0.9487039176784098,0.943586726060628,0.9278987575854004,0.9289178232987675,0.9617625418400737,0.9389783303781796
2022-08-16,1.003519660660454,1.2466480668954663,0.9511470446671256,0.9478473820063238,0.9253150697157437,0.9271095875043156,0.9667134855752559,0.9400844334246788
2022-08-17,1.0293031906109074,1.2334490045410806,0.9693849653028442,0.968152158285636,0.9357970177707479,0.9521544645698773,0.9885784236950909,0.9544262917771938
2022-08-18,1.0490408601471597,1.243957056676303,0.9611749178266663,0.9612040862163126,0.9319812986623052,0.968443597818176,0.9823202623560144,0.959607452597178
2022-08-19,1.0721730871352957,1.2456413686126602,0.987939147194832,0.9872986382644614,0.9331387846825596,0.9861002883444038,1.0103853743057065,0.9792726977756142
2022-08-22,1.1037605917078526,1.2393525264912315,1.0016993085223251,1.0026316353076876,0.9378208333453626,1.015375978331099,1.0287832272897706,0.9986522980243935
2022-08-23,1.121614384354757,1.262345789321352,0.9883260782767909,0.9871261289069544,0.9210687781197394,1.026114774629254,1.0149809116118809,1.0015292617275362
2022-08-24,1.122064119328726,1.270927047845191,0.9722342490926741,0.9719418296804295,0.9172330039766364,1.0286879346796522,0.9996340190399022,1.000661431111166
2022-08-25,1.105524485919349,1.2765006133747039,0.9529224871240859,0.9502621333618533,0.9141654483352402,1.0152649020868258,0.9755722934008981,0.9871093843102462
2022-08-26,1.1326274031746766,1.2713081169922538,0.9743180777456052,0.973073136725039,0.9202525043016809,1.0410350063803897,1.0003303593589754,1.0039584666781047
2022-08-29,1.1485569043944883,1.2726603787136208,0.979318366893061,0.9814091006677204,0.9210265853458629,1.0549701962141436,1.0111566840880122,1.0170142051181854
2022-08-30,1.1258673033714015,1.2663774826672158,0.984308891301577,0.9839196666140757,0.9241563163572019,1.0367584562229044,1.0146763774328358,1.008650501092746
2022-08-31,1.1318697432472953,1.257538070504508,0.9843243893301635,0.985988030120115,0.9316657229056456,1.0422548441310198,1.0172316706285793,1.014663861028423
2022-09-01,1.120827111497643,1.2446682804004048,1.0070882146621638,1.0082945608644018,0.9375576657422129,1.0356098952726986,1.0391943613240269,1.0139895945403807
2022-09-02,1.140365744905053,1.2511888929134005,0.9964465209692279,1.0002364367272736,0.9372242539732143,1.0498772798707345,1.0330965177423515,1.01862740224298
2022-09-06,1.1376001030641416,1.2387471080117003,1.0001988718479513,1.0050162060032315,0.9475252265539426,1.0489825525539362,1.0354902410406346,1.0201801172080671
2022-09-07,1.1120125158866296,1.2316961616349325,0.9979414649225304,1.0024145862747453,0.955810352229631,1.0312932359940614,1.0288749330580629,1.0145550931748146
2022-09-08,1.1058414239389447,1.2259154751926342,0.9767327048352693,0.9802312220328697,0.9569322009654556,1.0255139223439644,1.00630961634006,0.9968672363770011
2022-09-09,1.0915664918616437,1.238649337422507,0.9545110631615248,0.9595289117235085,0.9468055448799244,1.0075914001815542,0.9840335982684929,0.977245860345591
