total_return,annual_return,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate
-0.08579850555191593,-0.03855111303251557,0.06558257607151034,-0.8927845860868936,-0.4065523470087811,-0.1183136928260502,-0.32583813514463666,0.029565217391304348
